,Area,City,NPS,NPS Label,Ambience And Atmosphere,Curriculum and Activities,Visit Booking Process,Environment And Facilities,Information and Experience,Questions,Nutritious Meals,Value For Money,Survey Response Date [GMT],Responded Week Starting on [GMT],Survey Sent Date [GMT],Start Date,NPS Feedback Categories,Improvement Feedback Categories,Response Month (YYYY-MM),Response Year (YYYY),Response Quarter (YYYY-Q#),Workflow Status,Last Modified Date,Division,Response_Week
1099,18,Wynyard,10,Promoter,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,2022-02-04,2022-01-31,2022-02-04,2022-02-03,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Curriculum & Programs"",""Environment & Facilities"",""Head Office Interactions""","""Communication"",""Fees""",2022-02,2022,2022-Q1,Closed,2022-03-25 14:55:00,Green,2022-05
1100,10,Highfields,9,Promoter,5.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,2022-02-04,2022-01-31,2022-02-04,2022-02-01,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Environment & Facilities""",Nan,2022-02,2022,2022-Q1,None,,Blue,2022-05
1101,3,Clare,4,Detractor,3.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,2022-02-04,2022-01-31,2022-02-04,2022-02-03,"""Curriculum & Programs""",Nan,2022-02,2022,2022-Q1,Closed,2022-03-05 10:38:00,Red,2022-05
1102,3,Rutherford,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-02-04,2022-01-31,2022-02-04,2022-02-03,"""Cleanliness & Hygiene"",""Curriculum & Programs"",""Environment & Facilities"",""Head Office Interactions""",Nan,2022-02,2022,2022-Q1,Closed,2022-03-03 09:52:00,Red,2022-05
1103,17,Yass,8,Neutral,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-02-04,2022-01-31,2022-02-04,2022-02-02,"""Campus Directors & Educators"",""Environment & Facilities"",""Threat Of Leaving""",Nan,2022-02,2022,2022-Q1,Closed,2022-03-04 09:07:00,Green,2022-05
1104,24,Yamba,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-02-04,2022-01-31,2022-02-04,2022-01-28,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2022-02,2022,2022-Q1,Closed,2022-03-10 14:46:00,Purple,2022-05
1105,10,Parkes,10,Promoter,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,2022-02-04,2022-01-31,2022-02-04,2022-02-02,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities"",""Fees"",""Staff Retention & Turnover""","""Communication"",""Curriculum & Programs"",""Fees"",""Food & Nutrition""",2022-02,2022,2022-Q1,Closed,2022-03-08 16:06:00,Green,2022-05
1106,9,Armidale,9,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-02-03,2022-01-31,,2022-01-25,"""Environment & Facilities""",Nan,2022-02,2022,2022-Q1,None,,Blue,2022-05
1107,22,Charters Towers,3,Detractor,4.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,2022-02-03,2022-01-31,,2022-01-27,"""Communication"",""Curriculum & Programs""","""Campus Directors & Educators"",""Communication""",2022-02,2022,2022-Q1,Pending,2022-02-03 06:25:00,Green,2022-05
1108,10,East Ballina,7,Neutral,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2022-02-03,2022-01-31,2022-01-05,2021-12-29,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2022-02,2022,2022-Q1,Closed,2022-02-07 10:48:00,Blue,2022-05
1109,23,Mandurah,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-02-02,2022-01-31,2022-02-02,2022-01-19,"""App & Child Updates"",""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Environment & Facilities""",Nan,2022-02,2022,2022-Q1,Pending,2022-02-02 20:52:00,Green,2022-05
1110,24,Tuncurry,10,Promoter,4.0,5.0,3.0,5.0,4.0,4.0,4.0,3.0,2022-02-02,2022-01-31,,2022-01-29,"""Communication""","""Communication""",2022-02,2022,2022-Q1,Closed,2022-02-28 14:14:00,Purple,2022-05
1111,17,Emerald,5,Detractor,5.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,2022-02-02,2022-01-31,,2022-01-27,"""Environment & Facilities""",Nan,2022-02,2022,2022-Q1,Closed,2022-03-04 09:00:00,Green,2022-05
1112,12,Port Hedland,10,Promoter,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,2022-02-02,2022-01-31,,2022-01-21,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""",Nan,2022-02,2022,2022-Q1,In Progress,2022-02-03 10:27:00,Blue,2022-05
1113,20,Adelaide,5,Detractor,5.0,3.0,5.0,2.0,4.0,4.0,3.0,4.0,2022-02-02,2022-01-31,,2022-01-26,"""Environment & Facilities""",Nan,2022-02,2022,2022-Q1,Pending,2022-02-02 20:53:00,Purple,2022-05
1114,13,Northam,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-02-02,2022-01-31,,2022-01-25,"""Curriculum & Programs""",Nan,2022-02,2022,2022-Q1,Closed,2022-03-17 12:21:00,Green,2022-05
1115,10,Murwillumbah,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-02-02,2022-01-31,,2022-01-25,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2022-02,2022,2022-Q1,Closed,2022-03-03 11:59:00,Blue,2022-05
1116,13,Brisbane,8,Neutral,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2022-02-02,2022-01-31,,2022-01-25,"""Environment & Facilities""",Nan,2022-02,2022,2022-Q1,None,,Green,2022-05
1117,24,Warragul,9,Promoter,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,2022-02-02,2022-01-31,,2022-01-29,"""Campus Directors & Educators"",""Curriculum & Programs""",Nan,2022-02,2022,2022-Q1,None,,Purple,2022-05
1118,24,Redlynch,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-02-02,2022-01-31,,2022-01-29,"""Campus Directors & Educators"",""Cleanliness & Hygiene""",Nan,2022-02,2022,2022-Q1,Pending,2022-02-02 20:53:00,Purple,2022-05
1119,16,Broken Hill,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-02-02,2022-01-31,2022-02-02,2022-01-24,"""Campus Directors & Educators""",Nan,2022-02,2022,2022-Q1,Closed,2022-05-25 17:21:00,Green,2022-05
1120,21,Ingham,10,Promoter,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,2022-02-02,2022-01-31,,2022-01-27,"""Campus Directors & Educators"",""Cleanliness & Hygiene""",Nan,2022-02,2022,2022-Q1,Closed,2022-03-03 10:42:00,Orange,2022-05
1121,6,Kununurra,3,Detractor,3.0,1.0,4.0,1.0,3.0,4.0,4.0,2.0,2022-02-02,2022-01-31,2022-02-02,2022-01-21,"""Cleanliness & Hygiene"",""Curriculum & Programs""","""App & Child Updates"",""Curriculum & Programs"",""Environment & Facilities""",2022-02,2022,2022-Q1,Closed,2022-02-07 09:27:00,Red,2022-05
1122,5,Blaxland,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-02-02,2022-01-31,2022-02-02,2022-01-24,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2022-02,2022,2022-Q1,Closed,2022-02-07 13:18:00,Red,2022-05
1123,3,Port Pirie,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2022-02-02,2022-01-31,,2022-01-31,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2022-02,2022,2022-Q1,Pending,2022-02-02 20:53:00,Red,2022-05
1124,14,Kalgoorlie,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-02-02,2022-01-31,,2022-01-28,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Communication"",""Curriculum & Programs""",Nan,2022-02,2022,2022-Q1,Pending,2022-02-02 20:53:00,Green,2022-05
1125,16,Mooroopna,9,Promoter,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,2022-02-02,2022-01-31,,2022-01-28,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Curriculum & Programs""",Nan,2022-02,2022,2022-Q1,None,,Green,2022-05
1126,18,Meningie,8,Neutral,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,2022-02-02,2022-01-31,,2022-01-31,"""Environment & Facilities""","""Head Office Interactions""",2022-02,2022,2022-Q1,None,,Green,2022-05
1127,17,Currumbin,10,Promoter,5.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,2022-02-02,2022-01-31,,2022-01-20,"""Campus Directors & Educators"",""Communication""",Nan,2022-02,2022,2022-Q1,Closed,2022-02-04 10:48:00,Green,2022-05
1128,17,Emerald,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-02-02,2022-01-31,,2022-01-28,"""Campus Directors & Educators"",""Curriculum & Programs""",Nan,2022-02,2022,2022-Q1,Closed,2022-03-04 08:58:00,Green,2022-05
1129,20,Strathalbyn,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-02-02,2022-01-31,,2022-01-24,"""Curriculum & Programs"",""Head Office Interactions""",Nan,2022-02,2022,2022-Q1,Closed,2022-02-03 10:38:00,Purple,2022-05
1130,16,Mooroopna,2,Detractor,3.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0,2022-02-02,2022-01-31,2022-02-02,2022-01-20,"""App & Child Updates"",""Campus Directors & Educators"",""Communication""",Nan,2022-02,2022,2022-Q1,Closed,2022-03-18 17:06:00,Green,2022-05
1131,12,Cessnock,9,Promoter,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2022-02-02,2022-01-31,,2022-01-28,"""Curriculum & Programs""",Nan,2022-02,2022,2022-Q1,None,,Blue,2022-05
1132,10,Lithgow,10,Promoter,5.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,2022-02-02,2022-01-31,,2022-01-26,"""Campus Directors & Educators"",""Cleanliness & Hygiene""",Nan,2022-02,2022,2022-Q1,Closed,2022-04-05 08:28:00,Purple,2022-05
1133,22,Young,10,Promoter,5.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,2022-02-02,2022-01-31,,2022-01-26,"""Campus Directors & Educators"",""Communication""","""Threat Of Leaving""",2022-02,2022,2022-Q1,Closed,2022-03-25 13:13:00,Green,2022-05
1134,4,Melbourne,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-02-02,2022-01-31,,2022-01-31,"""Campus Directors & Educators"",""Curriculum & Programs""",Nan,2022-02,2022,2022-Q1,Closed,2022-03-21 12:19:00,Red,2022-05
1135,24,Richmond,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-02-02,2022-01-31,2022-02-02,2022-01-21,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities"",""Head Office Interactions""",Nan,2022-02,2022,2022-Q1,Closed,2022-05-10 11:05:00,Blue,2022-05
1136,2,Mount Evelyn,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-02-02,2022-01-31,,2022-01-25,"""Curriculum & Programs"",""Environment & Facilities""",Nan,2022-02,2022,2022-Q1,Closed,2022-02-28 14:15:00,Red,2022-05
1137,6,Bourke,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,2022-02-02,2022-01-31,,2022-01-26,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Curriculum & Programs""",Nan,2022-02,2022,2022-Q1,Closed,2022-03-07 10:45:00,Red,2022-05
1138,11,Central Coast,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-02-02,2022-01-31,,2022-01-24,"""Campus Directors & Educators"",""Staff Retention & Turnover""","""Curriculum & Programs"",""Environment & Facilities""",2022-02,2022,2022-Q1,Closed,2022-02-03 09:38:00,Purple,2022-05
1139,10,Margaret River,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-02-02,2022-01-31,,2022-01-26,"""Campus Directors & Educators""",Nan,2022-02,2022,2022-Q1,Closed,2022-03-16 14:12:00,Purple,2022-05
1140,10,Lithgow,5,Detractor,4.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,2022-02-02,2022-01-31,,2022-01-21,"""Curriculum & Programs""",Nan,2022-02,2022,2022-Q1,Closed,2022-02-16 09:50:00,Blue,2022-05
1141,10,Devonport,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-02-02,2022-01-31,,2022-01-31,"""Campus Directors & Educators"",""Curriculum & Programs"",""Fees""",Nan,2022-02,2022,2022-Q1,Pending,2022-02-02 20:55:00,Blue,2022-05
1142,6,Southport,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-02-02,2022-01-31,,2022-01-27,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2022-02,2022,2022-Q1,Closed,2022-03-10 11:23:00,Red,2022-05
1143,16,Campbelltown,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-02-02,2022-01-31,,2022-01-27,"""Communication"",""Curriculum & Programs"",""Head Office Interactions""",Nan,2022-02,2022,2022-Q1,Closed,2022-02-28 08:50:00,Green,2022-05
1144,18,Australind,10,Promoter,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,2022-02-02,2022-01-31,,2022-01-31,"""Curriculum & Programs""",Nan,2022-02,2022,2022-Q1,Closed,2022-03-28 10:28:00,Green,2022-05
1145,13,Healesville,8,Neutral,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,2022-02-02,2022-01-31,,2022-01-26,"""Environment & Facilities""",Nan,2022-02,2022,2022-Q1,None,,Green,2022-05
1146,24,Yamba,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-02-02,2022-01-31,,2022-01-27,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Curriculum & Programs"",""Environment & Facilities"",""Food & Nutrition""","""Curriculum & Programs""",2022-02,2022,2022-Q1,Closed,2022-04-20 16:22:00,Purple,2022-05
1147,20,Coffs Harbour,8,Neutral,5.0,4.0,5.0,4.0,5.0,5.0,3.0,2.0,2022-02-02,2022-01-31,,2022-01-27,"""Cleanliness & Hygiene"",""Environment & Facilities""",Nan,2022-02,2022,2022-Q1,None,,Purple,2022-05
1148,13,Port Denison,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-02-02,2022-01-31,,2022-01-21,"""Campus Directors & Educators"",""Communication"",""Curriculum & Programs"",""Environment & Facilities"",""Head Office Interactions""",Nan,2022-02,2022,2022-Q1,Closed,2022-02-08 15:03:00,Green,2022-05
1149,20,Swan Hill,10,Promoter,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-02-02,2022-01-31,,2022-01-24,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Environment & Facilities""","""Curriculum & Programs""",2022-02,2022,2022-Q1,Closed,2022-05-10 09:51:00,Purple,2022-05
1150,24,Redlynch,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-02-02,2022-01-31,2022-02-02,2022-01-24,"""Campus Directors & Educators"",""Curriculum & Programs"",""Head Office Interactions""",Nan,2022-02,2022,2022-Q1,Pending,2022-02-02 20:54:00,Purple,2022-05
1151,2,Goulburn,6,Detractor,3.0,5.0,4.0,4.0,2.0,2.0,3.0,1.0,2022-02-02,2022-01-31,,2022-01-26,"""Accounts & Billing Interactions"",""Campus Directors & Educators"",""Environment & Facilities"",""Fees""","""Communication""",2022-02,2022,2022-Q1,Closed,2022-03-01 11:04:00,Red,2022-05
1152,24,Yamba,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-02-02,2022-01-31,2022-02-02,2022-01-22,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2022-02,2022,2022-Q1,Closed,2022-02-14 09:29:00,Purple,2022-05
1153,7,Howard Springs,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-02-02,2022-01-31,2022-02-02,2022-01-21,"""Campus Directors & Educators"",""Staff Retention & Turnover"",""Threat Of Leaving""",Nan,2022-02,2022,2022-Q1,Closed,2022-02-03 12:31:00,Blue,2022-05
1154,9,Echuca,9,Promoter,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,2022-02-02,2022-01-31,,2022-01-27,"""Campus Directors & Educators"",""Communication""",Nan,2022-02,2022,2022-Q1,None,,Blue,2022-05
1155,5,Bunbury,8,Neutral,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,2022-02-02,2022-01-31,,2022-01-26,"""Curriculum & Programs"",""Environment & Facilities""","""Environment & Facilities""",2022-02,2022,2022-Q1,None,,Green,2022-05
1156,2,Newcastle,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-02-02,2022-01-31,,2022-01-31,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2022-02,2022,2022-Q1,Closed,2022-03-01 09:56:00,Red,2022-05
1157,22,South Grafton,8,Neutral,5.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,2022-02-02,2022-01-31,,2022-01-26,"""Environment & Facilities""",Nan,2022-02,2022,2022-Q1,None,,Green,2022-05
1158,7,Collie,0,Detractor,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2022-02-02,2022-01-31,,2022-01-25,"""Head Office Interactions""",Nan,2022-02,2022,2022-Q1,Closed,2022-02-28 17:55:00,Blue,2022-05
1159,13,Alice Springs,10,Promoter,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,2022-02-01,2022-01-31,2022-01-26,2022-01-20,"""Campus Directors & Educators"",""Curriculum & Programs""",Nan,2022-02,2022,2022-Q1,Closed,2022-02-23 17:40:00,Green,2022-05
1160,19,New Norfolk,10,Promoter,4.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,2022-01-31,2022-01-31,2022-01-19,2022-01-12,"""Curriculum & Programs""","""App & Child Updates"",""Environment & Facilities""",2022-01,2022,2022-Q1,Closed,2022-05-08 18:30:00,Purple,2022-05
1161,3,Chinchilla,9,Promoter,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,2022-01-31,2022-01-31,2022-01-19,2022-01-14,"""Environment & Facilities""","""Campus Directors & Educators"",""Curriculum & Programs""",2022-01,2022,2022-Q1,None,,Red,2022-05
1162,15,Gold Coast,4,Detractor,4.0,3.0,4.0,2.0,2.0,4.0,3.0,1.0,2022-01-30,2022-01-24,2022-01-26,2022-01-19,"""Communication"",""Environment & Facilities"",""Fees""","""App & Child Updates"",""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Curriculum & Programs"",""Environment & Facilities""",2022-01,2022,2022-Q1,Closed,2022-05-05 21:03:00,Green,2022-04
1163,21,Atherton,7,Neutral,5.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,2022-01-29,2022-01-24,2022-01-26,2022-01-17,"""Campus Directors & Educators""","""Communication"",""Curriculum & Programs"",""Food & Nutrition""",2022-01,2022,2022-Q1,Closed,2022-04-19 09:21:00,Purple,2022-04
1164,12,Griffith,7,Neutral,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,2022-01-29,2022-01-24,2022-01-26,2022-01-20,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""",Nan,2022-01,2022,2022-Q1,None,,Blue,2022-04
1165,17,Penrith,10,Promoter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2022-01-29,2022-01-24,2022-01-26,2022-01-20,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Environment & Facilities""",Nan,2022-01,2022,2022-Q1,Closed,2022-02-04 10:49:00,Green,2022-04
1166,21,Moranbah,5,Detractor,5.0,4.0,4.0,1.0,5.0,5.0,5.0,2.0,2022-01-29,2022-01-24,2022-01-26,2022-01-19,"""Cleanliness & Hygiene""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-31 09:44:00,Orange,2022-04
1167,24,Naracoorte,8,Neutral,4.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,2022-01-29,2022-01-24,2022-01-19,2022-01-15,"""Campus Directors & Educators"",""Curriculum & Programs""","""Campus Directors & Educators"",""Head Office Interactions""",2022-01,2022,2022-Q1,None,,Purple,2022-04
1168,4,Kyabram,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2022-01-29,2022-01-24,2022-01-26,2022-01-18,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Environment & Facilities"",""Head Office Interactions""",Nan,2022-01,2022,2022-Q1,Closed,2022-02-06 11:56:00,Red,2022-04
1169,11,Moss Vale,8,Neutral,4.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,2022-01-29,2022-01-24,2022-01-26,2022-01-20,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2022-01,2022,2022-Q1,None,,Blue,2022-04
1170,10,Murray Bridge,8,Neutral,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2022-01-29,2022-01-24,2022-01-26,2022-01-18,"""Campus Directors & Educators""",Nan,2022-01,2022,2022-Q1,Closed,2022-02-17 15:04:00,Blue,2022-04
1171,22,Barwon Heads,8,Neutral,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,2022-01-29,2022-01-24,2022-01-26,2022-01-18,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-31 10:23:00,Green,2022-04
1172,18,Warrnambool,9,Promoter,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,2022-01-29,2022-01-24,2022-01-26,2022-01-18,"""Campus Directors & Educators"",""Environment & Facilities""","""Communication"",""Curriculum & Programs""",2022-01,2022,2022-Q1,None,,Green,2022-04
1173,10,Lithgow,9,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-01-29,2022-01-24,2022-01-19,2022-01-13,"""Threat Of Leaving""",Nan,2022-01,2022,2022-Q1,Closed,2022-02-16 09:49:00,Blue,2022-04
1174,20,Adelaide,7,Neutral,5.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,2022-01-29,2022-01-24,2022-01-19,2022-01-17,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Communication"",""Environment & Facilities"",""Fees""",Nan,2022-01,2022,2022-Q1,None,,Purple,2022-04
1175,18,Meningie,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-01-29,2022-01-24,2022-01-19,2022-01-13,"""Campus Directors & Educators"",""Curriculum & Programs""",Nan,2022-01,2022,2022-Q1,Pending,2022-01-29 20:53:00,Green,2022-04
1176,22,Stawell,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2022-01-29,2022-01-24,2022-01-19,2022-01-14,"""Campus Directors & Educators""",Nan,2022-01,2022,2022-Q1,Closed,2022-02-03 13:40:00,Green,2022-04
1177,14,Kingston South East,3,Detractor,2.0,2.0,5.0,3.0,3.0,4.0,4.0,3.0,2022-01-29,2022-01-24,2022-01-19,2022-01-12,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities"",""Head Office Interactions""","""Campus Directors & Educators"",""Environment & Facilities"",""Head Office Interactions""",2022-01,2022,2022-Q1,Pending,2022-01-29 20:53:00,Green,2022-04
1178,9,Lakes Entrance,10,Promoter,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2022-01-28,2022-01-24,2022-01-26,2022-01-18,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2022-01,2022,2022-Q1,Closed,2022-02-17 11:58:00,Blue,2022-04
1179,8,Cootamundra,9,Promoter,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,2022-01-27,2022-01-24,2022-01-26,2022-01-19,"""Campus Directors & Educators"",""Cleanliness & Hygiene""","""App & Child Updates"",""Communication"",""Curriculum & Programs"",""Head Office Interactions""",2022-01,2022,2022-Q1,Closed,2022-02-24 11:13:00,Blue,2022-04
1180,6,Toowoomba,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-01-26,2022-01-24,2022-01-26,2022-01-20,"""Campus Directors & Educators"",""Curriculum & Programs""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-27 14:07:00,Green,2022-04
1181,10,Port Macquarie,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-01-26,2022-01-24,2022-01-26,2022-01-18,"""Curriculum & Programs""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-27 08:39:00,Blue,2022-04
1182,17,Penrith,5,Detractor,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-01-26,2022-01-24,2022-01-26,2022-01-19,"""Communication""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-27 11:12:00,Green,2022-04
1183,9,Forbes,9,Promoter,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,2022-01-26,2022-01-24,2022-01-26,2022-01-19,"""Campus Directors & Educators"",""Curriculum & Programs""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-27 10:56:00,Blue,2022-04
1184,9,Geraldton,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-01-26,2022-01-24,2022-01-26,2022-01-19,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-31 15:39:00,Blue,2022-04
1185,20,Streaky Bay,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-01-26,2022-01-24,2022-01-26,2022-01-19,"""Campus Directors & Educators"",""Communication"",""Curriculum & Programs""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-27 09:33:00,Purple,2022-04
1186,9,Nairne,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-01-26,2022-01-24,2022-01-26,2022-01-18,"""App & Child Updates"",""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Communication"",""Curriculum & Programs"",""Environment & Facilities"",""Food & Nutrition"",""Head Office Interactions""",Nan,2022-01,2022,2022-Q1,Closed,2022-05-31 10:18:00,Blue,2022-04
1187,2,Dunsborough,10,Promoter,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,2022-01-26,2022-01-24,2022-01-26,2022-01-18,"""Campus Directors & Educators""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-27 10:48:00,Red,2022-04
1188,3,Cowell,10,Promoter,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-01-26,2022-01-24,2022-01-26,2022-01-18,"""Curriculum & Programs""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-27 13:41:00,Red,2022-04
1189,21,Cranbourne,5,Detractor,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,2022-01-26,2022-01-24,2022-01-14,2022-01-07,"""Environment & Facilities""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-26 17:48:00,Orange,2022-04
1190,12,Berri,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,2022-01-26,2022-01-24,2022-01-26,2022-01-18,"""Campus Directors & Educators"",""Cleanliness & Hygiene""","""Food & Nutrition""",2022-01,2022,2022-Q1,Closed,2022-01-27 09:52:00,Blue,2022-04
